,ID,UTTERANCE,RELATIONS,primary_relation,split
3264,3264,show me images of will ferrell,person.picture,person.picture,val
1175,1175,i want to find pg-13 rated movies,movie.rating,movie.rating,val
1810,1810,in what movies tom cruise is,movie.starring.actor,movie.starring.actor,val
1226,1226,i want to watch a comedy made in norway,movie.country movie.genre,movie.country,val
594,594,find the director of mask,movie.directed_by,movie.directed_by,val
1610,1610,list of movies in spanish,movie.language,movie.language,val
298,298,tell me where is trainspotting from,movie.country,movie.country,val
2697,2697,is a seperation in french,movie.language,movie.language,val
289,289,i need to know which country does the movie thoda pyaar thoda magic belongs to,movie.country,movie.country,val
2411,2411,list date for omg,movie.initial_release_date,movie.initial_release_date,val
86,86,find the male actor from the movie born free,movie.starring.actor actor.gender,movie.starring.actor,val
2635,2635,show movies on gardening,movie.subjects,movie.subjects,val
2867,2867,can i buy this movie,movie_other,movie_other,val
654,654,pretty girl movie genre,movie.genre,movie.genre,val
2069,2069,find info on tom hanks,NO_REL,NO_REL,val
2514,2514,find anime films from japan,movie.country movie.genre,movie.country,val
2513,2513,show movies directed by the zucker brothers,movie.directed_by,movie.directed_by,val
113,113,who starred in hitch,movie.starring.actor,movie.starring.actor,val
2938,2938,netflix,other,other,val
658,658,find out what kind of movie grease is,movie.genre,movie.genre,val
789,789,get details of original finding nemo movie,movie.initial_release_date,movie.initial_release_date,val
1050,1050,details about life is beautiful please,NO_REL,NO_REL,val
2833,2833,trouble with the curve profit,movie.gross_revenue,movie.gross_revenue,val
274,274,how many movies did hitchcock direct,movie.directed_by,movie.directed_by,val
2788,2788,how much revenue has looper made,movie.gross_revenue,movie.gross_revenue,val
2895,2895,movies like life is beautiful,movie_other,movie_other,val
1470,1470,get a list of movies with kristen stewart,movie.starring.actor,movie.starring.actor,val
1526,1526,list all robert wise movies,movie.directed_by,movie.directed_by,val
2254,2254,what ratings does the house at the end of the street hold,movie.rating,movie.rating,val
410,410,avatar release,movie.initial_release_date,movie.initial_release_date,val
2293,2293,how much money did avatar make,movie.gross_revenue,movie.gross_revenue,val
1462,1462,i would like to get all the information about the the campaign,NO_REL,NO_REL,val
216,216,how much did batman begins cost,movie.estimated_budget,movie.estimated_budget,val
525,525,the movie gilda director,movie.directed_by,movie.directed_by,val
500,500,who is the director of ghost busters,movie.directed_by,movie.directed_by,val
2168,2168,who produced the movie hotel rwanda,movie.produced_by,movie.produced_by,val
2625,2625,display movies concerning france,movie.subjects,movie.subjects,val
1205,1205,find me movies rated g,movie.rating,movie.rating,val
1274,1274,can i see what movies steven spielberg has done,movie.directed_by,movie.directed_by,val
1924,1924,i would like to look for movies about god,movie.subjects,movie.subjects,val
2696,2696,find pirates of the caribean in french,movie.language,movie.language,val
1899,1899,hitchcock movie info,movie.directed_by,movie.directed_by,val
2700,2700,find me information about the first star wars,movie.initial_release_date,movie.initial_release_date,val
1618,1618,please make a list of movies that have been made in spanish,movie.language,movie.language,val
2479,2479,what legal comedy did will ferrel act in,movie.starring.actor movie.genre movie.subjects,movie.starring.actor,val
3251,3251,did life is beautiful win an academy award,movie.award award.ceremony,movie.award,val
713,713,find movie titles,NO_REL,NO_REL,val
7,7,who was the co-star in shoot to kill,movie.starring.actor,movie.starring.actor,val
2595,2595,show me movies that jennifer grey starred in from nineteen eighty seven,movie.starring.actor movie.initial_release_date,movie.starring.actor,val
1606,1606,search for movies in spanish,movie.language,movie.language,val
3076,3076,why is this movie rated r,movie_other,movie_other,val
469,469,who directed gone with the wind,movie.directed_by,movie.directed_by,val
1943,1943,what new movies are playing with rating of pg thirteen,movie.rating movie.initial_release_date,movie.rating,val
389,389,when was the release date for the movie resident evil,movie.initial_release_date,movie.initial_release_date,val
1344,1344,find movies by mosfilm,movie.production_companies,movie.production_companies,val
2362,2362,how expensive was it to make looper,movie.estimated_budget,movie.estimated_budget,val
634,634,what is the movie category,movie.genre,movie.genre,val
2988,2988,i need information about parental guidance ratings,movie_other,movie_other,val
830,830,find english movies,movie.language,movie.language,val
536,536,i want to know the director of finding nemo,movie.directed_by,movie.directed_by,val
1968,1968,i need a movie producer list,NO_REL,NO_REL,val
2715,2715,show british actor jason stathon,person.nationality,person.nationality,val
1739,1739,show angelina jolie movies,movie.starring.actor,movie.starring.actor,val
2826,2826,what is the revenue for lord of the rings,movie.gross_revenue,movie.gross_revenue,val
2620,2620,i would love to see a movie about esp,movie.subjects,movie.subjects,val
111,111,what actors played in the movies hitch,movie.starring.actor,movie.starring.actor,val
2050,2050,information on julia roberts,NO_REL,NO_REL,val
2119,2119,who produces steel magnolias,movie.produced_by,movie.produced_by,val
839,839,what are all of the movies made in usa,movie.country,movie.country,val
1732,1732,show me anne hathaway's latest movie,movie.starring.actor movie.initial_release_date,movie.starring.actor,val
1510,1510,show me movies starring denzel washington,movie.starring.actor,movie.starring.actor,val
2749,2749,show me the revenue created by dragon war,movie.gross_revenue,movie.gross_revenue,val
2230,2230,what is the rating of movie,movie.rating,movie.rating,val
461,461,when is iron man 3 coming out,movie.initial_release_date,movie.initial_release_date,val
1687,1687,movies frances ford copolla,movie.directed_by,movie.directed_by,val
1168,1168,show me pg thirteen movies,movie.rating,movie.rating,val
121,121,actress from gone with the wind,movie.starring.actor,movie.starring.actor,val
2473,2473,find classics,movie.genre,movie.genre,val
2117,2117,who produced the movie cars,movie.produced_by,movie.produced_by,val
775,775,find martin scorsese films,movie.directed_by,movie.directed_by,val
1950,1950,show me new releases,movie.initial_release_date,movie.initial_release_date,val
1565,1565,show movies with brad pitt,movie.starring.actor,movie.starring.actor,val
1623,1623,show me mexican films,movie.country,movie.country,val
1799,1799,send me movies that are in chinese,movie.language,movie.language,val
1122,1122,find movies produced by paramount pictures,movie.production_companies,movie.production_companies,val
3301,3301,reviews of star wars four,movie.review,movie.review,val
1026,1026,show me the dirty dancing movie,NO_REL,NO_REL,val
3325,3325,find me trailers for house at the end of the street,movie.trailer,movie.trailer,val
231,231,what was the budget of my big fat greek wedding,movie.estimated_budget,movie.estimated_budget,val
1844,1844,can you get me a pg movie list,movie.rating,movie.rating,val
2146,2146,look for information about lionsgate,NO_REL,NO_REL,val
444,444,when was the campaign released,movie.initial_release_date,movie.initial_release_date,val
2521,2521,show me movies that made more than ten million,movie.gross_revenue gr.amount,movie.gross_revenue,val
202,202,i need to know the budget of the movie avatar,movie.estimated_budget,movie.estimated_budget,val
190,190,finding the buget of heroine,movie.estimated_budget,movie.estimated_budget,val
1914,1914,what was the first movie steven spielberg directed,movie.directed_by movie.initial_release_date,movie.directed_by,val
1290,1290,show me movie gilda by charles vidor,movie.directed_by,movie.directed_by,val
2952,2952,bald male actors,movie_other,movie_other,val
1128,1128,show only paramount movies,movie.production_companies,movie.production_companies,val
403,403,i want to know when step up was released,movie.initial_release_date,movie.initial_release_date,val
934,934,find movies is french,movie.language,movie.language,val
2734,2734,is house at the end of the street' ok for my six year old,movie.rating,movie.rating,val
3110,3110,on july,other,other,val
2887,2887,where did spielberg go to school,movie_other,movie_other,val
88,88,shows actors in shoot to kill,movie.starring.actor,movie.starring.actor,val
75,75,search cast and crew for dirty dancing,movie.starring.actor,movie.starring.actor,val
1802,1802,find all chinese language movies,movie.language,movie.language,val
1020,1020,movie made by dreamworks,movie.production_companies,movie.production_companies,val
1443,1443,finding nemo info,NO_REL,NO_REL,val
2656,2656,are there any movies that have tips about gardening in them,movie.subjects,movie.subjects,val
1459,1459,synopsis for finding nemo,NO_REL,NO_REL,val
3236,3236,show brad pitt movies nominated for oscars,movie.award_nom movie.starring.actor award.ceremony,movie.award_nom,val
3144,3144,find cast members,movie.starring.actor,movie.starring.actor,val
1114,1114,what experience does darla anderson have as a producer,movie.produced_by,movie.produced_by,val
1434,1434,about finding nemo,NO_REL,NO_REL,val
1163,1163,find twentieth century fox movies,movie.production_companies,movie.production_companies,val
2184,2184,can i see who produced possesion,movie.produced_by,movie.produced_by,val
1091,1091,i want to see japanese movies,movie.country movie.language,movie.country,val
564,564,who directed batman,movie.directed_by,movie.directed_by,val
1190,1190,i want to see g -rated films now,movie.rating,movie.rating,val
1449,1449,look up finding nemo,NO_REL,NO_REL,val
1693,1693,show all details about star wars-a new hope movie,NO_REL,NO_REL,val
3001,3001,jenn ann house,other,other,val
2068,2068,who is steven spielberg,NO_REL,NO_REL,val
1417,1417,show me a list of all warner bros. films,movie.production_companies,movie.production_companies,val
232,232,what was the budget for old school,movie.estimated_budget,movie.estimated_budget,val
932,932,find french language movies,movie.language,movie.language,val
870,870,show me movies from canada,movie.country,movie.country,val
2844,2844,find movie based on criteria,movie_other,movie_other,val
1766,1766,movies and who directed them,movie.directed_by,movie.directed_by,val
1237,1237,please list all movies that stephen spielberg produced,movie.produced_by,movie.produced_by,val
852,852,show me comedy movies,movie.genre,movie.genre,val
1098,1098,i want to see a film in japanese,movie.language,movie.language,val
1748,1748,can you locate movies produced by clint eastwood,movie.produced_by,movie.produced_by,val
1632,1632,get a list of animated films,movie.genre,movie.genre,val
1723,1723,i want information about the movie in july,NO_REL,NO_REL,val
2580,2580,list all movies rated pg and pg-13 released in 2009,movie.rating movie.initial_release_date,movie.rating,val
2356,2356,how much money did they spend to make finding nemo in 3d,movie.estimated_budget,movie.estimated_budget,val
2582,2582,what r -rated movies were released in twenty twelve,movie.rating movie.initial_release_date,movie.rating,val
3233,3233,show brad pitt movies with angelina jolie as actress,movie.starring.actor,movie.starring.actor,val
616,616,what types of movies does lionsgate produce,movie.production_companies movie.genre,movie.production_companies,val
782,782,what are the plots of hotel rwanda,NO_REL,NO_REL,val
362,362,when was the movie title little women released,movie.initial_release_date,movie.initial_release_date,val
1294,1294,find the movie hum tum,NO_REL,NO_REL,val
2710,2710,where can i find information about movies released nine fourteen twenty twelve,movie.initial_release_date,movie.initial_release_date,val
3035,3035,show me viewer ratings in orange,other,other,val
71,71,who was the main character in men in black 3,movie.starring.actor,movie.starring.actor,val
1485,1485,search for lionsgate movies,movie.production_companies,movie.production_companies,val
1253,1253,list spielberg movies,movie.directed_by,movie.directed_by,val
2118,2118,who produced steel magnolias,movie.produced_by,movie.produced_by,val
179,179,what was the budget for wrong turn,movie.estimated_budget,movie.estimated_budget,val
6,6,who played guido in life is beautiful,movie.starring.actor movie.starring.character,movie.starring.actor,val
973,973,what movies discuss time travel,movie.subjects,movie.subjects,val
1415,1415,find me some warner bros. movies,movie.production_companies,movie.production_companies,val
871,871,look up information about canadian movies,movie.country,movie.country,val
2859,2859,show me the movie itself,movie_other,movie_other,val
1346,1346,what films deal with immigrants in america,movie.subjects,movie.subjects,val
1133,1133,find movies about dogs,movie.subjects,movie.subjects,val
838,838,movies from the us,movie.country,movie.country,val
1945,1945,what pg-13 movies are currently showing,movie.rating movie.initial_release_date,movie.rating,val
993,993,find movies in hindi,movie.language,movie.language,val
2271,2271,what age is black swan appropriate for,movie.rating,movie.rating,val
2149,2149,company that produced the avengers,movie.production_companies,movie.production_companies,val
570,570,who directed the movie the thing called love,movie.directed_by,movie.directed_by,val
1754,1754,will you provide a list of movies produced by clint eastwood,movie.produced_by,movie.produced_by,val
2132,2132,who is the producer of avatar,movie.produced_by,movie.produced_by,val
2071,2071,show tom hanks,NO_REL,NO_REL,val
3139,3139,who played the doctor in the doctor,movie.starring.actor movie.starring.character,movie.starring.actor,val
2531,2531,show me movies from the nineteen fifties,movie.initial_release_date,movie.initial_release_date,val
396,396,in which date varsham movie released,movie.initial_release_date,movie.initial_release_date,val
3103,3103,william,other,other,val
1521,1521,woody movies,movie.directed_by,movie.directed_by,val
1829,1829,search the campaign movie,NO_REL,NO_REL,val
1303,1303,what movies are made by twentieth century fox television,movie.production_companies,movie.production_companies,val
1271,1271,movie stuff for steven spielberg,movie.directed_by,movie.directed_by,val
1682,1682,i would like to find movies produced by morgan freeman,movie.produced_by,movie.produced_by,val
1381,1381,search for movies produced by albert ruddy,movie.produced_by,movie.produced_by,val
1254,1254,show spielberg movies,movie.directed_by,movie.directed_by,val
451,451,show me the release date of the movie barfi,movie.initial_release_date,movie.initial_release_date,val
1531,1531,show me movies in german,movie.language,movie.language,val
2806,2806,snow white and the huntsman revenue,movie.gross_revenue,movie.gross_revenue,val
2268,2268,how is a good man in africa's rating,movie.rating,movie.rating,val
2419,2419,when was resident evil three d released,movie.initial_release_date,movie.initial_release_date,val
251,251,who directed the musical score in barfi,movie.music,movie.music,val
3165,3165,show me the top hollywood film directors of all time,movie.directed_by movie.star_rating,movie.directed_by,val
2552,2552,movies in french,movie.language,movie.language,val
1535,1535,watch movies in german language,movie.language,movie.language,val
2723,2723,find the producer of lord of the flys,movie.produced_by,movie.produced_by,val
1289,1289,gilda charles vidor,movie.directed_by,movie.directed_by,val
3101,3101,love,other,other,val
2009,2009,search for information about tom cruise,NO_REL,NO_REL,val
339,339,when will the movie gone with the wind be released,movie.initial_release_date,movie.initial_release_date,val
539,539,who directed finding nemo,movie.directed_by,movie.directed_by,val
2498,2498,john paul directed movies,movie.directed_by,movie.directed_by,val
2518,2518,what was the highest-grossing woody allen movie ever,movie.directed_by movie.gross_revenue gr.amount,movie.directed_by,val
3037,3037,twenty one point two mill,other,other,val
162,162,when was tom cruise born,person.date_of_birth,person.date_of_birth,val
2101,2101,who produced hitch,movie.produced_by,movie.produced_by,val
2904,2904,what other movies are about the holocaust similar to life is beautiful,movie_other,movie_other,val
528,528,who directed gilda,movie.directed_by,movie.directed_by,val
2778,2778,what was the profit margin of iron man,movie.gross_revenue,movie.gross_revenue,val
2093,2093,what is the name of the company that produced the movie avatar,movie.production_companies,movie.production_companies,val
1796,1796,dispaly info for movie house at the end of the street,NO_REL,NO_REL,val
350,350,search when the birds will be released,movie.initial_release_date,movie.initial_release_date,val
2226,2226,what is the mpaa rating for movie,movie.rating,movie.rating,val
2774,2774,how much did house on the end of the street gross,movie.gross_revenue,movie.gross_revenue,val
3219,3219,show me the top ten movies of last year,movie.star_rating movie.initial_release_date,movie.star_rating,val
1779,1779,search for movies about ice skating,movie.subjects,movie.subjects,val
2427,2427,who directed the 1st indiana jones,movie.directed_by,movie.directed_by,val
2309,2309,what was the revenue for toy story 3,movie.gross_revenue,movie.gross_revenue,val
3048,3048,what are the recommended ages for a pg thirteen movie,movie_other,movie_other,val
2870,2870,find expensive movies online,movie_other,movie_other,val
1715,1715,can you please open page about in july movie,NO_REL,NO_REL,val
1757,1757,what are some current movies with horses as the main topic of the movie,movie.subjects,movie.subjects,val
1239,1239,which productions are from stephen spilberg,movie.produced_by,movie.produced_by,val
2812,2812,box office total terminator 2,movie.gross_revenue,movie.gross_revenue,val
205,205,show me what was the budget of the movie avatar,movie.estimated_budget,movie.estimated_budget,val
2256,2256,is the movie life is beautiful ok for my six year old to watch,movie.rating,movie.rating,val
950,950,show me information about movie,NO_REL,NO_REL,val
2682,2682,was this movie filmed in china,movie.locations,movie.locations,val
3015,3015,r rating means violence,movie_other,movie_other,val
1750,1750,find all movies produced by clint eastwood,movie.produced_by,movie.produced_by,val
98,98,who was the lead in black swan,movie.starring.actor,movie.starring.actor,val
561,561,old man director,movie.directed_by,movie.directed_by,val
1608,1608,i am looking for movies in spanish,movie.language,movie.language,val
2547,2547,search twenty twelve movies,movie.initial_release_date,movie.initial_release_date,val
426,426,when is sinister hitting theaters,movie.initial_release_date,movie.initial_release_date,val
3166,3166,who are these directors,NO_REL,NO_REL,val
3293,3293,show me the reviews for in july,movie.review,movie.review,val
2412,2412,omg date,movie.initial_release_date,movie.initial_release_date,val
645,645,what genre is calendar girls in,movie.genre,movie.genre,val
332,332,can you tell me when 24 will be released,movie.initial_release_date,movie.initial_release_date,val
2871,2871,find specific movie,movie_other,movie_other,val
42,42,who stars in in july,movie.starring.actor,movie.starring.actor,val
139,139,who starred in go,movie.starring.actor,movie.starring.actor,val
1333,1333,show me pixar films,movie.production_companies,movie.production_companies,val
547,547,who made hitch,movie.directed_by,movie.directed_by,val
290,290,country that made a separation,movie.country,movie.country,val
2810,2810,please look up revenue from step up,movie.gross_revenue,movie.gross_revenue,val
1065,1065,korean language movie,movie.language,movie.language,val
3216,3216,i need to know about some famous movies directed by martin scorsese,movie.directed_by movie.star_rating,movie.directed_by,val
3079,3079,searching for maps,other,other,val
3164,3164,show me famous movie directors,movie.directed_by movie.star_rating,movie.directed_by,val
1630,1630,sound of music robert wise,movie.directed_by,movie.directed_by,val
1662,1662,what movies are directed by ridley scott,movie.directed_by,movie.directed_by,val
46,46,who is chewbakka,movie.starring.actor movie.starring.character,movie.starring.actor,val
156,156,looking for names of crew members of apollo thirteen,movie.starring.actor,movie.starring.actor,val
2685,2685,is a hard day's night a documentary,movie.genre,movie.genre,val
252,252,how many films did ed harris do with tom hanks,movie.starring.actor,movie.starring.actor,val
1005,1005,give me a list of some indian movies,movie.country movie.language,movie.country,val
2761,2761,how much did this movie make,movie.gross_revenue,movie.gross_revenue,val
1934,1934,recent movies by steven spielberg,movie.directed_by movie.initial_release_date,movie.directed_by,val
1949,1949,current movie suggestions,movie.initial_release_date,movie.initial_release_date,val
2773,2773,how much did house at the end of the street make,movie.gross_revenue,movie.gross_revenue,val
2450,2450,find out the genre for the movie the businessman,movie.genre,movie.genre,val
1423,1423,i would love to see some movies produced by the wb,movie.production_companies,movie.production_companies,val
2879,2879,are there sub-titles,movie_other,movie_other,val
876,876,show me canadian films,movie.country,movie.country,val
2493,2493,show all movies by darla k anderson,movie.directed_by,movie.directed_by,val
1111,1111,what movies about vampires are there,movie.subjects,movie.subjects,val
1227,1227,get me a list of movies that ron howard produce,movie.produced_by,movie.produced_by,val
699,699,language of the film revanche,movie.language,movie.language,val
1701,1701,get me star wars episode four details,NO_REL,NO_REL,val
446,446,when is the release date of resident evil: retribution,movie.initial_release_date,movie.initial_release_date,val
221,221,what was the budget for citizen kane,movie.estimated_budget,movie.estimated_budget,val
2257,2257,find the rating of the movie step up,movie.rating,movie.rating,val
2434,2434,i would like to know who the director of star wars was,movie.directed_by,movie.directed_by,val
1886,1886,find me movies made by alfred hitchcock,movie.directed_by,movie.directed_by,val
974,974,quentin tarrantino movies,movie.directed_by,movie.directed_by,val
1937,1937,find movies directed by tom hanks,movie.directed_by,movie.directed_by,val
1305,1305,find me movies with hugh jackman,movie.starring.actor,movie.starring.actor,val
717,717,names of romantic indian films,movie.country movie.language movie.genre,movie.country,val
2414,2414,when will omg release,movie.initial_release_date,movie.initial_release_date,val
1699,1699,find info about star wars episode four,NO_REL,NO_REL,val
1554,1554,can you please list the movies brad pitt has acted in,movie.starring.actor,movie.starring.actor,val
1658,1658,i want scary zombie movies,movie.genre movie.subjects,movie.genre,val
1636,1636,find some zombie movies,movie.subjects,movie.subjects,val
3021,3021,show information in arabic,other,other,val
2057,2057,show me the profile of spielberg,NO_REL,NO_REL,val
2292,2292,can you tell me about the revenue generated by the movie avatar,movie.gross_revenue,movie.gross_revenue,val
2079,2079,search for information about robert wise,NO_REL,NO_REL,val
311,311,what country is movie from,movie.country,movie.country,val
797,797,i would like to see a movie with albert brooks in it,movie.starring.actor,movie.starring.actor,val
159,159,how old is steven spielberg,person.date_of_birth,person.date_of_birth,val
174,174,how much was the budget for the hunger games,movie.estimated_budget,movie.estimated_budget,val
1657,1657,movies about zombies,movie.subjects,movie.subjects,val
2804,2804,what was shrek's revenue,movie.gross_revenue,movie.gross_revenue,val
1733,1733,show me hathaway's recent movies,movie.starring.actor movie.initial_release_date,movie.starring.actor,val
1794,1794,show me more details for the movie house at the end of the street,NO_REL,NO_REL,val
2910,2910,find the actor with 4 r and b albums,movie_other,movie_other,val
1033,1033,please show me info on the movie dirty dancing,NO_REL,NO_REL,val
2550,2550,movies in dutch,movie.language,movie.language,val
2548,2548,i want a danish language speaking film,movie.language,movie.language,val
1109,1109,movies with sandra bullock,movie.starring.actor,movie.starring.actor,val
998,998,what movies are spoken in another language,movie.language,movie.language,val
543,543,who directed finding nemo,movie.directed_by,movie.directed_by,val
686,686,what language is shindler's list in,movie.language,movie.language,val
3253,3253,did clint eastwood win an oscar for any of the movies he has directed,movie.award movie.directed_by award.category,movie.award,val
2252,2252,what rating is freedom writers,movie.rating,movie.rating,val
319,319,what country does mirror come from,movie.country,movie.country,val
2873,2873,movie type,movie_other,movie_other,val
2881,2881,please look up and alfred movies,movie_other,movie_other,val
260,260,how many movies has ray stark produced,movie.produced_by,movie.produced_by,val
1008,1008,list movies by searchlight films,movie.production_companies,movie.production_companies,val
1976,1976,search movie actors,NO_REL,NO_REL,val
433,433,when will the next amazing spiderman come out,movie.initial_release_date,movie.initial_release_date,val
2129,2129,i need to know who produced the movie avatar,movie.produced_by,movie.produced_by,val
660,660,i would like to know the genre of grease,movie.genre,movie.genre,val
2596,2596,what movie had katie holmes and scott wolf in it,movie.starring.actor,movie.starring.actor,val
2401,2401,what country was the maid set in,movie.locations,movie.locations,val
2036,2036,will ferrell history,NO_REL,NO_REL,val
2444,2444,who directed the simpsons movie,movie.directed_by,movie.directed_by,test
3329,3329,find trailer for the campaign,movie.trailer,movie.trailer,test
2004,2004,find me more information on scorscese,NO_REL,NO_REL,test
299,299,which country made elizabeth,movie.country,movie.country,test
1288,1288,which movies are from stephen spielberg,movie.directed_by,movie.directed_by,test
1209,1209,it is hard to find a movie that is rated g anymore,movie.rating,movie.rating,test
1706,1706,star wars four,NO_REL,NO_REL,test
2475,2475,i want to know all the comedies that warner brothers made in twenty eleven,movie.production_companies movie.genre movie.initial_release_date,movie.production_companies,test
3106,3106,show me pictures of beautiful women,other,other,test
2263,2263,rating for the avengers,movie.rating,movie.rating,test
1186,1186,find me movies rated g,movie.rating,movie.rating,test
2937,2937,list zombies,other,other,test
3269,3269,who produced the theatrical film the devil wears prada,movie.produced_by,movie.produced_by,test
1092,1092,i would like to know names of some of the japanese movies,movie.country movie.language,movie.country,test
1566,1566,what movie brad pitt in,movie.starring.actor,movie.starring.actor,test
2702,2702,show star wars movie,NO_REL,NO_REL,test
1967,1967,producer,NO_REL,NO_REL,test
286,286,show me the name of the country from which the movie kati patang comes,movie.country,movie.country,test
325,325,when was top gun released,movie.initial_release_date,movie.initial_release_date,test
1729,1729,check movie in july information,NO_REL,NO_REL,test
188,188,what was the budget for facing the giants,movie.estimated_budget,movie.estimated_budget,test
1030,1030,i need to get every possible information related with the movie dirty dancing,NO_REL,NO_REL,test
2901,2901,what movies are like house at the end of the street,movie_other,movie_other,test
2030,2030,show me will ferrell information,NO_REL,NO_REL,test
946,946,can you list movies in french,movie.language,movie.language,test
2106,2106,what company produced secretariat,movie.production_companies,movie.production_companies,test
2929,2929,healing plants,other,other,test
1068,1068,show me movies that are in korean,movie.language,movie.language,test
123,123,show me information on the cast and crew of pitchperfect,movie.starring.actor,movie.starring.actor,test
2354,2354,what was the budget for the movie epic,movie.estimated_budget,movie.estimated_budget,test
2925,2925,camping,other,other,test
1869,1869,i want to see movies that are rated pg,movie.rating,movie.rating,test
1572,1572,movies from scotland,movie.country,movie.country,test
1432,1432,which are some of the movies that have george clooney in them,movie.starring.actor,movie.starring.actor,test
598,598,who directed the sound of music,movie.directed_by,movie.directed_by,test
1351,1351,i need a list of tom hanks movies,movie.starring.actor,movie.starring.actor,test
761,761,i want to see videos of will ferrell,movie.starring.actor,movie.starring.actor,test
1249,1249,what movies has ron howard directed,movie.directed_by,movie.directed_by,test
61,61,show me gilda's credits,movie.starring.actor,movie.starring.actor,test
261,261,how many producers did the movie the hitch have,movie.produced_by,movie.produced_by,test
515,515,who was the director of the movie avatar,movie.directed_by,movie.directed_by,test
130,130,who is in movie,movie.starring.actor,movie.starring.actor,test
1380,1380,list all movies produced by alfred ruddy,movie.produced_by,movie.produced_by,test
346,346,release date for the vow,movie.initial_release_date,movie.initial_release_date,test
1442,1442,finding nemo details please,NO_REL,NO_REL,test
538,538,show me finding nemo director,movie.directed_by,movie.directed_by,test
1466,1466,show me apollo thirteen,NO_REL,NO_REL,test
1106,1106,watch miramax,movie.production_companies,movie.production_companies,test
1436,1436,about finding nemo,NO_REL,NO_REL,test
2883,2883,is tom cruise getting a divorce,movie_other,movie_other,test
3097,3097,pg thirteen information,movie_other,movie_other,test
1672,1672,show me a movie that starred patrick swayze,movie.starring.actor,movie.starring.actor,test
791,791,find movie finding nemo,NO_REL,NO_REL,test
971,971,show me some movies that are related to time travel,movie.subjects,movie.subjects,test
3247,3247,top movies,movie.star_rating,movie.star_rating,test
3091,3091,search databases,other,other,test
345,345,may i have the date of release for this movie,movie.initial_release_date,movie.initial_release_date,test
1527,1527,show me a list of movies directed by robert wise,movie.directed_by,movie.directed_by,test
2585,2585,show me brittney murphey movies,movie.starring.actor,movie.starring.actor,test
1230,1230,show director clint eastwood movies,movie.directed_by,movie.directed_by,test
3156,3156,what awards has spielberg won,person.award award.category award.ceremony,person.award,test
2743,2743,find the revenue of black beauty,movie.gross_revenue,movie.gross_revenue,test
768,768,show me movies from poland,movie.country,movie.country,test
2330,2330,what is movie about,movie.subjects,movie.subjects,test
344,344,release day for the movie,movie.initial_release_date,movie.initial_release_date,test
1851,1851,movies rated pg,movie.rating,movie.rating,test
1697,1697,i would like to get some information about the movie star wars:episode four -a new hope,NO_REL,NO_REL,test
1100,1100,films with japaneese,movie.language,movie.language,test
411,411,what was the release date for avatar,movie.initial_release_date,movie.initial_release_date,test
2489,2489,movies by mel gibson,movie.directed_by,movie.directed_by,test
3178,3178,what are the top five british dramas,movie.country movie.genre movie.star_rating,movie.country,test
2231,2231,movie rating,movie.rating,movie.rating,test
2478,2478,show me a drama rated pg-13,movie.rating movie.genre,movie.rating,test
103,103,cast and crew for hitch,movie.starring.actor,movie.starring.actor,test
2655,2655,movies about the president,movie.subjects,movie.subjects,test
2657,2657,list of movies about unsolved crimes,movie.subjects,movie.subjects,test
2399,2399,where was the movie secrets and lies from,movie.country,movie.country,test
682,682,can you tell me the language of the movie hero,movie.language,movie.language,test
1177,1177,which movies are rated pg-13,movie.rating,movie.rating,test
1496,1496,show me all the movies made by universal,movie.production_companies,movie.production_companies,test
2219,2219,what type of audience can watch cars,movie.rating,movie.rating,test
1039,1039,can you tell me about the movie dirty dancing in detail,NO_REL,NO_REL,test
2239,2239,is hotel transylavania good for adults,movie.rating,movie.rating,test
2059,2059,find me stats about steven spielberg,NO_REL,NO_REL,test
2672,2672,get finding nemo twenty oh three,movie.initial_release_date,movie.initial_release_date,test
317,317,what country is outside the law from,movie.country,movie.country,test
3142,3142,who is in picture two,movie.starring.actor,movie.starring.actor,test
1857,1857,find movies rated pg,movie.rating,movie.rating,test
552,552,who directed to kill a mockingbird,movie.directed_by,movie.directed_by,test
1866,1866,show me the movies rating pg,movie.rating,movie.rating,test
546,546,who directed hitch,movie.directed_by,movie.directed_by,test
3205,3205,what is the top rated french comedy,movie.country movie.genre movie.star_rating,movie.country,test
2008,2008,can you find more information on albert ruddy,NO_REL,NO_REL,test
1887,1887,i want to search for alfred hitchcock movies,movie.directed_by,movie.directed_by,test
2865,2865,list comedians in the movies,movie_other,movie_other,test
128,128,who stars on the house at the end of the street,movie.starring.actor,movie.starring.actor,test
243,243,who does ellen degeneres play in finding nemo,movie.starring.actor movie.starring.character,movie.starring.actor,test
900,900,a list of all italian speaking movies,movie.language,movie.language,test
2047,2047,how do i find out information about kristen stewart,NO_REL,NO_REL,test
1088,1088,find japanese movies,movie.country movie.language,movie.country,test
3155,3155,show richard lester's awards,person.award award.category award.ceremony,person.award,test
1746,1746,funny kids movies,movie.rating movie.genre,movie.rating,test
1024,1024,dirty dancing movie,NO_REL,NO_REL,test
3248,3248,what media has lionsgate done,movie.production_companies,movie.production_companies,test
2073,2073,sergio leone,NO_REL,NO_REL,test
1441,1441,finding nemo,NO_REL,NO_REL,test
583,583,who directed the sandlot,movie.directed_by,movie.directed_by,test
2003,2003,who is childs vidor,NO_REL,NO_REL,test
